STIG_ID,STIG_Title,STIG_Severity,STIG_File,CCI_ID,CCI_Definition,NIST_800-53_Refs,NIST_800-171_Refs,NIST_800-172_Refs,Control_Family,CMMC_Level1_Practice,CMMC_Level2_Practice,CMMC_Level3_Practice,SPRS_Weight
SV-101909r1_rule,The MobileIron Core v10 server must be able to limit user enrollment of devices that do not have required OS type and version.,medium,U_MobileIron_Core_v10-x_MDM_STIG_V1R1_Manual-xccdf.xml,CCI-000366,Implement the security configuration settings.,CM-6 b; CM-6.1 (iv),3.4.2,,Configuration Management,CM.L1-3.4.2,CM.L2-3.4.2,,3
SV-101911r1_rule,The MobileIron Core v10 server or platform must be configured to initiate a session lock after a 15-minute period of inactivity.,medium,U_MobileIron_Core_v10-x_MDM_STIG_V1R1_Manual-xccdf.xml,CCI-000057,Prevent further access to the system by initiating a device lock after organization-defined time period of inactivity; and/or requiring the user to initiate a device lock before leaving the system una,AC-11 a; AC-11.1 (ii),3.1.10,,Access Control,,AC.L2-3.1.10,,5
SV-101913r1_rule,"The MobileIron Core v10 server must be configured to transfer MobileIron Core v10 server logs to another server for storage, analysis, and reporting. Note: MobileIron Core v10 server logs include logs",medium,U_MobileIron_Core_v10-x_MDM_STIG_V1R1_Manual-xccdf.xml,CCI-001851,"Transfer audit logs per organization-defined frequency to a different system, system component, or media than the system or system component conducting the logging.",AU-4 (1),,,,,,,
SV-101915r1_rule,The MobileIron Core v10 server must be configured to display the required DoD warning banner upon administrator logon. Note: This requirement is not applicable if the TOE platform is selected in FTA_T,low,U_MobileIron_Core_v10-x_MDM_STIG_V1R1_Manual-xccdf.xml,CCI-000048,Display an organization-defined system use notification message or banner to users before granting access to the system that provides privacy and security notices consistent with applicable federal la,AC-8 a; AC-8.1 (ii),3.1.9,,Access Control,,AC.L2-3.1.9,,5
SV-101917r1_rule,The MobileIron Core v10 server must be configured with a periodicity for reachable events of six hours or less for the following commands to the agent: - query connectivity status; - query the current,medium,U_MobileIron_Core_v10-x_MDM_STIG_V1R1_Manual-xccdf.xml,CCI-002696,Verify correct operation of organization-defined security functions.,SI-6 a,3.14.5,,System and Information Integrity,,SI.L2-3.14.5,,3
SV-101919r1_rule,"The MobileIron Core v10 server must be configured to have at least one user in the following Administrator roles: Server primary administrator, security configuration administrator, device user group ",medium,U_MobileIron_Core_v10-x_MDM_STIG_V1R1_Manual-xccdf.xml,CCI-002227,Restrict privileged accounts on the system to organization-defined personnel or roles.,AC-6 (5),3.1.5,,Access Control,,AC.L2-3.1.5,,5
SV-101921r1_rule,The MobileIron Core v10 server must be configured to implement FIPS 140-2 mode for all server encryption (if not automatically configured during server install).,medium,U_MobileIron_Core_v10-x_MDM_STIG_V1R1_Manual-xccdf.xml,CCI-001145,"The organization employs, at a minimum, FIPS-validated cryptography to protect unclassified information.",SC-13 (1); SC-13 (1).1,3.13.11,,System and Communications Protection,,SC.L2-3.13.11,,5
SV-101923r1_rule,Authentication of MDM platform accounts must be configured so they are implemented via an enterprise directory service.,medium,U_MobileIron_Core_v10-x_MDM_STIG_V1R1_Manual-xccdf.xml,CCI-000015,Support the management of system accounts using organization-defined automated mechanisms.,AC-2 (1); AC-2 (1).1,3.1.2,,Access Control,AC.L1-3.1.2,AC.L2-3.1.2,,5
SV-101925r1_rule,The MDM server platform must be protected by a DoD-approved firewall.,medium,U_MobileIron_Core_v10-x_MDM_STIG_V1R1_Manual-xccdf.xml,CCI-000382,"Configure the system to prohibit or restrict the use of organization-defined prohibited or restricted functions, system ports, protocols, software, and/or services.",CM-7; CM-7 b; CM-7.1 (iii),3.4.6,,Configuration Management,,CM.L2-3.4.6,,3
SV-101927r1_rule,"The firewall protecting the MDM server platform must be configured to restrict all network traffic to and from all addresses with the exception of ports, protocols, and IP address ranges required to s",medium,U_MobileIron_Core_v10-x_MDM_STIG_V1R1_Manual-xccdf.xml,CCI-000382,"Configure the system to prohibit or restrict the use of organization-defined prohibited or restricted functions, system ports, protocols, software, and/or services.",CM-7; CM-7 b; CM-7.1 (iii),3.4.6,,Configuration Management,,CM.L2-3.4.6,,3
SV-101929r1_rule,"The firewall protecting the MDM server platform must be configured so that only DoD-approved ports, protocols, and services are enabled. (See the DoD Ports, Protocols, Services Management [PPSM] Categ",medium,U_MobileIron_Core_v10-x_MDM_STIG_V1R1_Manual-xccdf.xml,CCI-000382,"Configure the system to prohibit or restrict the use of organization-defined prohibited or restricted functions, system ports, protocols, software, and/or services.",CM-7; CM-7 b; CM-7.1 (iii),3.4.6,,Configuration Management,,CM.L2-3.4.6,,3
SV-102363r1_rule,The SEL-2740S  must uniquely identify all network-connected endpoint devices before establishing any connection.,high,U_SEL-2740S_L2S_STIG_V1R1_Manual-xccdf.xml,CCI-000778,"Uniquely identify organization-defined devices and/or types of devices before establishing a local, remote, and/or network connection.",IA-3; IA-3.1 (ii),3.5.2,,Identification and Authentication,IA.L1-3.5.2,IA.L2-3.5.2,,5
SV-102365r1_rule,The SEL-2740S must be configured to mitigate the risk of ARP cache poisoning attacks.,medium,U_SEL-2740S_L2S_STIG_V1R1_Manual-xccdf.xml,CCI-000366,Implement the security configuration settings.,CM-6 b; CM-6.1 (iv),3.4.2,,Configuration Management,CM.L1-3.4.2,CM.L2-3.4.2,,3
SV-102367r1_rule,The SEL-2740S must be configured to capture all packets without flow rule match criteria.,medium,U_SEL-2740S_L2S_STIG_V1R1_Manual-xccdf.xml,CCI-000366,Implement the security configuration settings.,CM-6 b; CM-6.1 (iv),3.4.2,,Configuration Management,CM.L1-3.4.2,CM.L2-3.4.2,,3
SV-102369r1_rule,The SEL-2740S must be configured with backup flows for all host and switch flows to ensure proper failover scheme is in place for the network.,medium,U_SEL-2740S_L2S_STIG_V1R1_Manual-xccdf.xml,CCI-000366,Implement the security configuration settings.,CM-6 b; CM-6.1 (iv),3.4.2,,Configuration Management,CM.L1-3.4.2,CM.L2-3.4.2,,3
SV-102371r1_rule,The SEL-2740S must be configured to forward only frames from allowed network-connected endpoint devices.,medium,U_SEL-2740S_L2S_STIG_V1R1_Manual-xccdf.xml,CCI-000366,Implement the security configuration settings.,CM-6 b; CM-6.1 (iv),3.4.2,,Configuration Management,CM.L1-3.4.2,CM.L2-3.4.2,,3
SV-102379r1_rule,The SEL-2740S must be configured to create log records for DoD-defined events.,medium,U_SEL-2740S_NDM_STIG_V1R1_Manual-xccdf.xml,CCI-000169,Provide audit record generation capability for the event types the system is capable of auditing as defined in AU-2 a on organization-defined information system components.,AU-12 a; AU-12.1 (ii),3.3.1,,Audit and Accountability,,AU.L2-3.3.1,,3
SV-102381r1_rule,The SEL-2740S must alert the ISSO and SA (at a minimum) in the event of an audit processing failure.,medium,U_SEL-2740S_NDM_STIG_V1R1_Manual-xccdf.xml,CCI-000139,Alert organization-defined personnel or roles within an organization-defined time period in the event of an audit logging process failure.,AU-5 a; AU-5.1 (ii),,,,,,,
SV-102383r1_rule,The SEL-2740S must be configured to send log data to a Syslog server or collected by another parent OTSDN Controller.,medium,U_SEL-2740S_NDM_STIG_V1R1_Manual-xccdf.xml,CCI-001348,Store audit records on an organization-defined frequency in a repository that is part of a physically different system or system component than the system or component being audited.,AU-9 (2); AU-9 (2).1 (iii),3.3.8,,Audit and Accountability,,AU.L2-3.3.8,,3
SV-102385r1_rule,The SEL-2740S must be configured to compare internal information system clocks at least every 24 hours with an authoritative time server.,medium,U_SEL-2740S_NDM_STIG_V1R1_Manual-xccdf.xml,CCI-001891,The information system compares internal information system clocks on an organization-defined frequency with an organization-defined authoritative time source.,AU-8 (1) (a),,,,,,,
SV-102387r1_rule,The SEL-2740S must be configured to synchronize internal system clocks with an authoritative time source.,medium,U_SEL-2740S_NDM_STIG_V1R1_Manual-xccdf.xml,CCI-002046,The information system synchronizes the internal system clocks to the authoritative time source when the time difference is greater than the organization-defined time period.,AU-8 (1) (b),,,,,,,
SV-102389r1_rule,The SEL-2740S must be configured to maintain internal system clocks with a backup authoritative time server.,medium,U_SEL-2740S_NDM_STIG_V1R1_Manual-xccdf.xml,CCI-001893,The information system identifies a secondary authoritative time source that is located in a different geographic region than the primary authoritative time source.,AU-8 (2),3.3.7,,Audit and Accountability,,AU.L2-3.3.7,,3
SV-102391r1_rule,The SEL-2740S must be adopted by OTSDN Controllers for secure communication identifiers and initial trust for configuration of remote maintenance and diagnostic communications.,high,U_SEL-2740S_NDM_STIG_V1R1_Manual-xccdf.xml,CCI-003123,Implement organization-defined cryptographic mechanisms to protect the confidentiality of nonlocal maintenance and diagnostic communications.,MA-4 (6),3.7.5,,Maintenance,,MA.L2-3.7.5,,1
SV-102393r1_rule,The SEL-2740S must be configured to permit the maintenance and diagnostics communications to specified OTSDN Controller(s).,medium,U_SEL-2740S_NDM_STIG_V1R1_Manual-xccdf.xml,CCI-002385,Protect against or limit the effects of organization-defined types of denial-of-service events.,SC-5; SC-5 a,,,,,,,
SV-102395r1_rule,The SEL-2740S must be adopted by OTSDN Controller(s) and obtain its public key certificates from an appropriate certificate policy through an approved service provider.,medium,U_SEL-2740S_NDM_STIG_V1R1_Manual-xccdf.xml,CCI-001159,Issue public key certificates under an organization-defined certificate policy or obtain public key certificates from an approved service provider.,SC-17; SC-17 a; SC-17.1,,,,,,,
SV-102397r1_rule,The SEL-2740S must be configured to establish trust relationships with parent OTSDN Controller(s).,medium,U_SEL-2740S_NDM_STIG_V1R1_Manual-xccdf.xml,CCI-000803,"Implement mechanisms for authentication to a cryptographic module that meet the requirements of applicable laws, Executive Orders, directives, policies, regulations, standards, and guidance for such a",IA-7; IA-7.1,,,,,,,
SV-102399r1_rule,The SEL-2740S must be configured to send log data to a syslog server for the purpose of forwarding alerts to the administrators and the ISSO.,medium,U_SEL-2740S_NDM_STIG_V1R1_Manual-xccdf.xml,CCI-000366,Implement the security configuration settings.,CM-6 b; CM-6.1 (iv),3.4.2,,Configuration Management,CM.L1-3.4.2,CM.L2-3.4.2,,3
SV-102401r1_rule,"The SEL-2740S must be configured to permit the allowed and necessary ports, functions, protocols, and services.",medium,U_SEL-2740S_L2S_STIG_V1R1_Manual-xccdf.xml,CCI-000381,Configure the system to provide only organization-defined mission essential capabilities.,CM-7; CM-7 a; CM-7.1 (ii),3.4.6,,Configuration Management,,CM.L2-3.4.6,,3
SV-102403r1_rule,The SEL-2740S -must be configured to limit excess bandwidth and denial of service (DoS) attacks.,medium,U_SEL-2740S_L2S_STIG_V1R1_Manual-xccdf.xml,CCI-001095,"Manage capacity, bandwidth, or other redundancy to limit the effects of information flooding types of denial-of-service attacks.",SC-5 (2); SC-5 (2).1,,,,,,,
SV-102405r1_rule,The SEL-2740S must be configured to packet capture flows.,medium,U_SEL-2740S_L2S_STIG_V1R1_Manual-xccdf.xml,CCI-001919,Provide the capability for organization-defined users or roles to select a user session to record; view; hear; or log the content of a user session under organization-defined circumstances.,AU-14; AU-14 a,,3.3.2e,Audit and Accountability,,,AU.L3-3.3.2e,
SV-102407r1_rule,The SEL-2740S must be configured to capture flows for real-time visualization tools.,medium,U_SEL-2740S_L2S_STIG_V1R1_Manual-xccdf.xml,CCI-001920,Provide the capability for authorized users to remotely view and hear content related to an established user session in real time.,AU-14 (3),,3.3.2e,Audit and Accountability,,,AU.L3-3.3.2e,
SV-102409r1_rule,The SEL-2740S must be configured to prevent packet flooding and bandwidth saturation.,medium,U_SEL-2740S_L2S_STIG_V1R1_Manual-xccdf.xml,CCI-002385,Protect against or limit the effects of organization-defined types of denial-of-service events.,SC-5; SC-5 a,,,,,,,
SV-102411r1_rule,SEL-2740S flow rules must include the host IP addresses that are bound to designated SEL-2740S ports for ensuring trusted host access.,medium,U_SEL-2740S_L2S_STIG_V1R1_Manual-xccdf.xml,CCI-002385,Protect against or limit the effects of organization-defined types of denial-of-service events.,SC-5; SC-5 a,,,,,,,
SV-102413r1_rule,The SEL-2740S must be configured with ARP flow rules that are statically created with valid IP-to-MAC address bindings.,medium,U_SEL-2740S_L2S_STIG_V1R1_Manual-xccdf.xml,CCI-002385,Protect against or limit the effects of organization-defined types of denial-of-service events.,SC-5; SC-5 a,,,,,,,
SV-104171r1_rule,"If Symantec ProxySG filters externally initiated traffic, reverse proxy services must be configured.",medium,U_SYM_ProxySG_ALG_STIG_V1R3_Manual-xccdf.xml,CCI-000067,Employ automated mechanisms to monitor remote access methods.,AC-17 (1); AC-17 (1).1,3.1.12,,Access Control,,AC.L2-3.1.12,,5
SV-104173r1_rule,Symantec ProxySG providing intermediary services for remote access communications traffic must ensure outbound traffic is monitored for compliance with remote access security policies.,medium,U_SYM_ProxySG_ALG_STIG_V1R3_Manual-xccdf.xml,CCI-000067,Employ automated mechanisms to monitor remote access methods.,AC-17 (1); AC-17 (1).1,3.1.12,,Access Control,,AC.L2-3.1.12,,5
SV-104175r1_rule,Symantec ProxySG providing forward proxy intermediary services for TLS must be configured to comply with the required TLS settings in NIST SP 800-52.,high,U_SYM_ProxySG_ALG_STIG_V1R3_Manual-xccdf.xml,CCI-000068,Implement cryptographic mechanisms to protect the confidentiality of remote access sessions.,AC-17 (2); AC-17 (2).1,3.1.12,,Access Control,,AC.L2-3.1.12,,5
SV-104177r1_rule,Symantec ProxySG providing reverse proxy intermediary services for TLS must be configured to version 1.1 or higher with an approved cipher suite.,medium,U_SYM_ProxySG_ALG_STIG_V1R3_Manual-xccdf.xml,CCI-000068,Implement cryptographic mechanisms to protect the confidentiality of remote access sessions.,AC-17 (2); AC-17 (2).1,3.1.12,,Access Control,,AC.L2-3.1.12,,5
SV-104179r2_rule,Symantec ProxySG storing secret or private keys must use FIPS-approved key management technology and processes in the production and control of private/secret cryptographic keys.,medium,U_SYM_ProxySG_ALG_STIG_V1R3_Manual-xccdf.xml,CCI-000068,Implement cryptographic mechanisms to protect the confidentiality of remote access sessions.,AC-17 (2); AC-17 (2).1,3.1.12,,Access Control,,AC.L2-3.1.12,,5
SV-104181r1_rule,"Symantec ProxySG must implement security policies that enforce approved authorizations for logical access to information and system resources by employing identity-based, role-based, and/or attribute-",high,U_SYM_ProxySG_ALG_STIG_V1R3_Manual-xccdf.xml,CCI-000213,Enforce approved authorizations for logical access to information and system resources in accordance with applicable access control policies.,AC-3; AC-3.1,3.1.1,,Access Control,AC.L1-3.1.1,AC.L2-3.1.1,,5
SV-104183r1_rule,Symantec ProxySG must restrict or block harmful or suspicious communications traffic by controlling the flow of information between interconnected networks based on attribute- and content-based inspec,high,U_SYM_ProxySG_ALG_STIG_V1R3_Manual-xccdf.xml,CCI-001414,Enforce approved authorizations for controlling the flow of information between connected systems based on organization-defined information flow control policies.,AC-4; AC-4.1 (iii),3.13.3,,System and Communications Protection,,SC.L2-3.13.3,,5
SV-104185r1_rule,"Symantec ProxySG must enforce approved authorizations for controlling the flow of information within the network based on attribute- and content-based inspection of the source, destination, headers, a",medium,U_SYM_ProxySG_ALG_STIG_V1R3_Manual-xccdf.xml,CCI-001368,Enforce approved authorizations for controlling the flow of information within the system based on organization-defined information flow control policies.,AC-4; AC-4.1 (iii),3.13.3,,System and Communications Protection,,SC.L2-3.13.3,,5
SV-104187r1_rule,Symantec ProxySG must immediately use updates made to policy enforcement mechanisms such as policies and rules.,medium,U_SYM_ProxySG_ALG_STIG_V1R3_Manual-xccdf.xml,CCI-001414,Enforce approved authorizations for controlling the flow of information between connected systems based on organization-defined information flow control policies.,AC-4; AC-4.1 (iii),3.13.3,,System and Communications Protection,,SC.L2-3.13.3,,5
SV-104189r2_rule,Symantec ProxySG providing user access control intermediary services must display the Standard Mandatory DoD-approved Notice and Consent Banner before granting access to the network.,medium,U_SYM_ProxySG_ALG_STIG_V1R3_Manual-xccdf.xml,CCI-000048,Display an organization-defined system use notification message or banner to users before granting access to the system that provides privacy and security notices consistent with applicable federal la,AC-8 a; AC-8.1 (ii),3.1.9,,Access Control,,AC.L2-3.1.9,,5
SV-104191r1_rule,Symantec ProxySG providing user access control intermediary services for publicly accessible applications must display the Standard Mandatory DoD-approved Notice and Consent Banner before granting acc,medium,U_SYM_ProxySG_ALG_STIG_V1R3_Manual-xccdf.xml,CCI-001388,"For publicly accessible systems, includes a description of the authorized uses of the system.",AC-8 c; AC-8 c 3; AC-8.2 (iii),3.1.9,,Access Control,,AC.L2-3.1.9,,5
SV-104193r1_rule,Symantec ProxySG providing user access control intermediary services must generate audit records when successful/unsuccessful logon attempts occur.,medium,U_SYM_ProxySG_ALG_STIG_V1R3_Manual-xccdf.xml,CCI-000172,Generate audit records for the event types defined in AU-2 c that include the audit record content defined in AU-3.,AU-12 c; AU-12.1 (iv),3.3.1,,Audit and Accountability,,AU.L2-3.3.1,,3
SV-104195r1_rule,Symantec ProxySG providing user access control intermediary services must generate audit records showing starting and ending time for user access to the system.,medium,U_SYM_ProxySG_ALG_STIG_V1R3_Manual-xccdf.xml,CCI-000172,Generate audit records for the event types defined in AU-2 c that include the audit record content defined in AU-3.,AU-12 c; AU-12.1 (iv),3.3.1,,Audit and Accountability,,AU.L2-3.3.1,,3
SV-104197r1_rule,Symantec ProxySG providing user access control intermediary services must generate audit records when successful/unsuccessful attempts to access web resources occur.,medium,U_SYM_ProxySG_ALG_STIG_V1R3_Manual-xccdf.xml,CCI-000172,Generate audit records for the event types defined in AU-2 c that include the audit record content defined in AU-3.,AU-12 c; AU-12.1 (iv),3.3.1,,Audit and Accountability,,AU.L2-3.3.1,,3
SV-104199r1_rule,Symantec ProxySG must produce audit records containing information to establish what type of events occurred.,medium,U_SYM_ProxySG_ALG_STIG_V1R3_Manual-xccdf.xml,CCI-000130,Ensure that audit records contain information that establishes what type of event occurred.,AU-3; AU-3 a; AU-3.1,3.3.2,,Audit and Accountability,,AU.L2-3.3.2,,3
SV-104201r1_rule,Symantec ProxySG must produce audit records containing information to establish when (date and time) the events occurred.,medium,U_SYM_ProxySG_ALG_STIG_V1R3_Manual-xccdf.xml,CCI-000131,Ensure that audit records containing information that establishes when the event occurred.,AU-3; AU-3 b; AU-3.1,3.3.2,,Audit and Accountability,,AU.L2-3.3.2,,3
SV-104203r1_rule,Symantec ProxySG must produce audit records containing information to establish where the events occurred.,medium,U_SYM_ProxySG_ALG_STIG_V1R3_Manual-xccdf.xml,CCI-000132,Ensure that audit records containing information that establishes where the event occurred.,AU-3; AU-3 c; AU-3.1,3.3.2,,Audit and Accountability,,AU.L2-3.3.2,,3
SV-104205r1_rule,Symantec ProxySG must produce audit records containing information to establish the source of the events.,medium,U_SYM_ProxySG_ALG_STIG_V1R3_Manual-xccdf.xml,CCI-000133,Ensure that audit records containing information that establishes the source of the event.,AU-3; AU-3 d; AU-3.1,3.3.2,,Audit and Accountability,,AU.L2-3.3.2,,3
SV-104207r1_rule,Symantec ProxySG must produce audit records containing information to establish the outcome of the events.,medium,U_SYM_ProxySG_ALG_STIG_V1R3_Manual-xccdf.xml,CCI-000134,Ensure that audit records containing information that establishes the outcome of the event.,AU-3; AU-3 e; AU-3.1,3.3.2,,Audit and Accountability,,AU.L2-3.3.2,,3
SV-104209r1_rule,Symantec ProxySG must generate audit records containing information to establish the identity of any individual or process associated with the event.,medium,U_SYM_ProxySG_ALG_STIG_V1R3_Manual-xccdf.xml,CCI-001487,"Ensure that audit records containing information that establishes the identity of any individuals, subjects, or objects/entities associated with the event.",AU-3; AU-3 f; AU-3.1,3.3.2,,Audit and Accountability,,AU.L2-3.3.2,,3
SV-104211r1_rule,Symantec ProxySG must use a centralized log server.,medium,U_SYM_ProxySG_ALG_STIG_V1R3_Manual-xccdf.xml,CCI-001851,"Transfer audit logs per organization-defined frequency to a different system, system component, or media than the system or system component conducting the logging.",AU-4 (1),,,,,,,
SV-104213r1_rule,Symantec ProxySG must be configured to send the access logs to the centralized log server continuously.,medium,U_SYM_ProxySG_ALG_STIG_V1R3_Manual-xccdf.xml,CCI-001851,"Transfer audit logs per organization-defined frequency to a different system, system component, or media than the system or system component conducting the logging.",AU-4 (1),,,,,,,
SV-104215r1_rule,"Symantec ProxySG must provide an alert to, at a minimum, the SCA and ISSO of all audit failure events where the detection and/or prevention function is unable to write events to either local storage o",medium,U_SYM_ProxySG_ALG_STIG_V1R3_Manual-xccdf.xml,CCI-001858,"Provide an alert in an organization-defined real-time-period to organization-defined personnel, roles, and/or locations when organization-defined audit failure events requiring real-time alerts occur.",AU-5 (2),,,,,,,
SV-104217r1_rule,The reverse proxy Symantec ProxySG providing intermediary services for FTP must inspect inbound FTP communications traffic for protocol compliance and protocol anomalies.,medium,U_SYM_ProxySG_ALG_STIG_V1R3_Manual-xccdf.xml,CCI-001125,Enforce adherence to protocol formats.,SC-7 (17); SC-7 (17).1,,,,,,,
SV-104219r1_rule,Symantec ProxySG providing intermediary services for FTP must inspect outbound FTP communications traffic for protocol compliance and protocol anomalies.,medium,U_SYM_ProxySG_ALG_STIG_V1R3_Manual-xccdf.xml,CCI-001125,Enforce adherence to protocol formats.,SC-7 (17); SC-7 (17).1,,,,,,,
SV-104221r1_rule,Symantec ProxySG providing intermediary services for HTTP must inspect inbound HTTP traffic for protocol compliance and protocol anomalies.,medium,U_SYM_ProxySG_ALG_STIG_V1R3_Manual-xccdf.xml,CCI-001125,Enforce adherence to protocol formats.,SC-7 (17); SC-7 (17).1,,,,,,,
SV-104223r1_rule,Symantec ProxySG  providing intermediary services for HTTP must inspect outbound HTTP traffic for protocol compliance and protocol anomalies.,medium,U_SYM_ProxySG_ALG_STIG_V1R3_Manual-xccdf.xml,CCI-001125,Enforce adherence to protocol formats.,SC-7 (17); SC-7 (17).1,,,,,,,
SV-104225r1_rule,Symantec ProxySG must not have unnecessary services and functions enabled.,medium,U_SYM_ProxySG_ALG_STIG_V1R3_Manual-xccdf.xml,CCI-000381,Configure the system to provide only organization-defined mission essential capabilities.,CM-7; CM-7 a; CM-7.1 (ii),3.4.6,,Configuration Management,,CM.L2-3.4.6,,3
SV-104227r1_rule,Symantec ProxySG must be configured to remove or disable unrelated or unneeded application proxy services.,medium,U_SYM_ProxySG_ALG_STIG_V1R3_Manual-xccdf.xml,CCI-000381,Configure the system to provide only organization-defined mission essential capabilities.,CM-7; CM-7 a; CM-7.1 (ii),3.4.6,,Configuration Management,,CM.L2-3.4.6,,3
SV-104229r1_rule,Symantec ProxySG must be configured to prohibit or restrict the use of network services as defined in the PPSM CAL and vulnerability assessments.,high,U_SYM_ProxySG_ALG_STIG_V1R3_Manual-xccdf.xml,CCI-000382,"Configure the system to prohibit or restrict the use of organization-defined prohibited or restricted functions, system ports, protocols, software, and/or services.",CM-7; CM-7 b; CM-7.1 (iii),3.4.6,,Configuration Management,,CM.L2-3.4.6,,3
SV-104231r1_rule,Symantec ProxySG providing user authentication intermediary services must require users to reauthenticate every 900 seconds when organization-defined circumstances or situations require reauthenticati,medium,U_SYM_ProxySG_ALG_STIG_V1R3_Manual-xccdf.xml,CCI-002038,The organization requires users to reauthenticate upon organization-defined circumstances or situations requiring reauthentication.,IA-11,,,,,,,
SV-104233r1_rule,Symantec ProxySG must uniquely identify and authenticate organizational users (or processes acting on behalf of organizational users).,high,U_SYM_ProxySG_ALG_STIG_V1R3_Manual-xccdf.xml,CCI-000764,Uniquely identify and authenticate organizational users and associate that unique identification with processes acting on behalf of those users.,IA-2; IA-2.1,3.5.1,,Identification and Authentication,IA.L1-3.5.1,IA.L2-3.5.1,,5
SV-104235r1_rule,Symantec ProxySG must be configured with a pre-established trust relationship and mechanisms with appropriate authorities that validate user account access authorizations and privileges.,high,U_SYM_ProxySG_ALG_STIG_V1R3_Manual-xccdf.xml,CCI-000764,Uniquely identify and authenticate organizational users and associate that unique identification with processes acting on behalf of those users.,IA-2; IA-2.1,3.5.1,,Identification and Authentication,IA.L1-3.5.1,IA.L2-3.5.1,,5
SV-104237r1_rule,Symantec ProxySG providing user authentication intermediary services must restrict user authentication traffic to specific authentication servers.,high,U_SYM_ProxySG_ALG_STIG_V1R3_Manual-xccdf.xml,CCI-000764,Uniquely identify and authenticate organizational users and associate that unique identification with processes acting on behalf of those users.,IA-2; IA-2.1,3.5.1,,Identification and Authentication,IA.L1-3.5.1,IA.L2-3.5.1,,5
SV-104239r2_rule,Symantec ProxySG providing user authentication intermediary services must implement multifactor authentication for remote access to nonprivileged accounts such that one of the factors is provided by a,medium,U_SYM_ProxySG_ALG_STIG_V1R3_Manual-xccdf.xml,CCI-001951,The information system implements multifactor authentication for remote access to non-privileged accounts such that one of the factors is provided by a device separate from the system gaining access.,IA-2 (11),,,,,,,
SV-104241r2_rule,Symantec ProxySG providing user authentication intermediary services must implement multifactor authentication for remote access to privileged accounts such that one of the factors is provided by a de,medium,U_SYM_ProxySG_ALG_STIG_V1R3_Manual-xccdf.xml,CCI-001948,The information system implements multifactor authentication for remote access to privileged accounts such that one of the factors is provided by a device separate from the system gaining access.,IA-2 (11),,,,,,,
SV-104243r1_rule,Symantec ProxySG providing user authentication intermediary services must use multifactor authentication for network access to nonprivileged accounts.,medium,U_SYM_ProxySG_ALG_STIG_V1R3_Manual-xccdf.xml,CCI-000766,Implement multifactor authentication for access to non-privileged accounts.,IA-2 (2); IA-2 (2).1,3.5.1,,Identification and Authentication,IA.L1-3.5.1,IA.L2-3.5.1,,5
SV-104245r1_rule,Symantec ProxySG providing user authentication intermediary services must implement replay-resistant authentication mechanisms for network access to nonprivileged accounts.,medium,U_SYM_ProxySG_ALG_STIG_V1R3_Manual-xccdf.xml,CCI-001942,The information system implements replay-resistant authentication mechanisms for network access to non-privileged accounts.,IA-2 (9),3.5.1,,Identification and Authentication,IA.L1-3.5.1,IA.L2-3.5.1,,5
SV-104247r1_rule,Symantec ProxySG must prohibit the use of cached authenticators after 300 seconds at a minimum.,medium,U_SYM_ProxySG_ALG_STIG_V1R3_Manual-xccdf.xml,CCI-002007,Prohibit the use of cached authenticators after an organization-defined time period.,IA-5 (13),,,,,,,
SV-104249r1_rule,"Symantec ProxySG, when configured for reverse proxy/WAF services and providing PKI-based user authentication intermediary services, must map the client certificate to the authentication server store.",medium,U_SYM_ProxySG_ALG_STIG_V1R3_Manual-xccdf.xml,CCI-000187,"For public key-based authentication, map the authenticated identity to the account of the individual or group.",IA-5 (2); IA-5 (2) (a) (2); IA-5 (2) (c); IA-5 (2).1,3.5.6,,Identification and Authentication,,IA.L2-3.5.6,,5
SV-104251r1_rule,Symantec ProxySG providing user authentication intermediary services using PKI-based user authentication must implement a local cache of revocation data to support path discovery and validation in cas,medium,U_SYM_ProxySG_ALG_STIG_V1R3_Manual-xccdf.xml,CCI-001991,"The information system, for PKI-based authentication, implements a local cache of revocation data to support path discovery and validation in case of inability to access revocation information via the",IA-5 (2) (d),,,,,,,
SV-104253r1_rule,"Symantec ProxySG providing user authentication intermediary services must conform to Federal Identity, Credential, and Access Management (FICAM)-issued profiles.",medium,U_SYM_ProxySG_ALG_STIG_V1R3_Manual-xccdf.xml,CCI-002014,The information system conforms to FICAM-issued profiles.,IA-8 (4),,,,,,,
SV-104255r1_rule,Symantec ProxySG must terminate all network connections associated with a communications session at the end of the session or terminate user sessions (nonprivileged session) after 15 minutes of inacti,high,U_SYM_ProxySG_ALG_STIG_V1R3_Manual-xccdf.xml,CCI-001133,Terminate the network connection associated with a communications session at the end of the session or after an organization-defined time period of inactivity.,SC-10; SC-10.1 (ii),3.13.9,,System and Communications Protection,,SC.L2-3.13.9,,5
SV-104257r1_rule,Symantec ProxySG providing forward proxy encryption intermediary services must use NIST FIPS-validated cryptography to implement encryption services.,medium,U_SYM_ProxySG_ALG_STIG_V1R3_Manual-xccdf.xml,CCI-002450,Implement organization-defined types of cryptography for each specified cryptography use.,SC-13; SC-13 b,3.13.11,,System and Communications Protection,,SC.L2-3.13.11,,5
