STIG_ID,STIG_Title,STIG_Severity,STIG_File,CCI_ID,CCI_Definition,NIST_800-53_Refs,NIST_800-171_Refs,NIST_800-172_Refs,Control_Family,CMMC_Level1_Practice,CMMC_Level2_Practice,CMMC_Level3_Practice,SPRS_Weight
SV-271503r1091221_rule,OL 9 must have the USBGuard package installed.,medium,U_Oracle_Linux_9_STIG_V1R2_Manual-xccdf.xml,CCI-001958,"Authenticate organization-defined devices and/or types of devices before establishing a local, remote, and/or network connection.",IA-3,3.5.2,,Identification and Authentication,IA.L1-3.5.2,IA.L2-3.5.2,,5
SV-271504r1091224_rule,OL 9 must enable the USBGuard package.,medium,U_Oracle_Linux_9_STIG_V1R2_Manual-xccdf.xml,CCI-001958,"Authenticate organization-defined devices and/or types of devices before establishing a local, remote, and/or network connection.",IA-3,3.5.2,,Identification and Authentication,IA.L1-3.5.2,IA.L2-3.5.2,,5
SV-271505r1092629_rule,OL 9 must have the subscription-manager package installed.,medium,U_Oracle_Linux_9_STIG_V1R2_Manual-xccdf.xml,CCI-003992,Prevent the installation of organization-defined software and firmware components without verification that the component has been digitally signed using a certificate that is recognized and approved ,CM-14,,,,,,,
SV-271506r1091230_rule,OL 9 must have the fapolicy module installed.,medium,U_Oracle_Linux_9_STIG_V1R2_Manual-xccdf.xml,CCI-001764,"Prevent program execution in accordance with organization-defined policies, rules of behavior, and/or access agreements regarding software program usage and restrictions; rules authorizing the terms a",CM-7 (2),3.4.6,,Configuration Management,,CM.L2-3.4.6,,3
SV-271507r1091233_rule,OL 9 must enable the fapolicy module.,medium,U_Oracle_Linux_9_STIG_V1R2_Manual-xccdf.xml,CCI-001764,"Prevent program execution in accordance with organization-defined policies, rules of behavior, and/or access agreements regarding software program usage and restrictions; rules authorizing the terms a",CM-7 (2),3.4.6,,Configuration Management,,CM.L2-3.4.6,,3
SV-271508r1091236_rule,OL 9 must have the rsyslog package installed.,medium,U_Oracle_Linux_9_STIG_V1R2_Manual-xccdf.xml,CCI-000154,Provide the capability to centrally review and analyze audit records from multiple components within the system.,AU-6 (4); AU-6 (4).1,3.3.5,,Audit and Accountability,,AU.L2-3.3.5,,3
SV-271509r1091239_rule,OL 9 must be configured so that the rsyslog service is active.,medium,U_Oracle_Linux_9_STIG_V1R2_Manual-xccdf.xml,CCI-000366,Implement the security configuration settings.,CM-6 b; CM-6.1 (iv),3.4.2,,Configuration Management,CM.L1-3.4.2,CM.L2-3.4.2,,3
SV-271510r1091242_rule,OL 9 must have the packages required for encrypting offloaded audit logs installed.,medium,U_Oracle_Linux_9_STIG_V1R2_Manual-xccdf.xml,CCI-000803,"Implement mechanisms for authentication to a cryptographic module that meet the requirements of applicable laws, Executive Orders, directives, policies, regulations, standards, and guidance for such a",IA-7; IA-7.1,,,,,,,
SV-271511r1091245_rule,OL 9 must enable the hardware random number generator entropy gatherer service.,low,U_Oracle_Linux_9_STIG_V1R2_Manual-xccdf.xml,CCI-000366,Implement the security configuration settings.,CM-6 b; CM-6.1 (iv),3.4.2,,Configuration Management,CM.L1-3.4.2,CM.L2-3.4.2,,3
SV-271512r1091248_rule,OL 9 must have the rng-tools package installed.,medium,U_Oracle_Linux_9_STIG_V1R2_Manual-xccdf.xml,CCI-000366,Implement the security configuration settings.,CM-6 b; CM-6.1 (iv),3.4.2,,Configuration Management,CM.L1-3.4.2,CM.L2-3.4.2,,3
SV-271513r1091251_rule,OL 9 must have the nss-tools package installed.,medium,U_Oracle_Linux_9_STIG_V1R2_Manual-xccdf.xml,CCI-000366,Implement the security configuration settings.,CM-6 b; CM-6.1 (iv),3.4.2,,Configuration Management,CM.L1-3.4.2,CM.L2-3.4.2,,3
SV-271514r1091254_rule,OL 9 must have the pcsc-lite package installed.,medium,U_Oracle_Linux_9_STIG_V1R2_Manual-xccdf.xml,CCI-004046,Implement multi-factor authentication for local; network; and/or remote access to privileged accounts; and/or non-privileged accounts such that one of the factors is provided by a device separate from,IA-2 (6) (a),,,,,,,
SV-271515r1091257_rule,OL 9 must have the opensc package installed.,medium,U_Oracle_Linux_9_STIG_V1R2_Manual-xccdf.xml,CCI-001953,Accept Personal Identity Verification-compliant credentials.,IA-2 (12),,,,,,,
SV-271516r1091260_rule,OL 9 must be configured so that the pcscd service is active.,medium,U_Oracle_Linux_9_STIG_V1R2_Manual-xccdf.xml,CCI-004046,Implement multi-factor authentication for local; network; and/or remote access to privileged accounts; and/or non-privileged accounts such that one of the factors is provided by a device separate from,IA-2 (6) (a),,,,,,,
SV-271517r1101885_rule,OL 9 must have the libreswan package installed.,medium,U_Oracle_Linux_9_STIG_V1R2_Manual-xccdf.xml,CCI-000803,"Implement mechanisms for authentication to a cryptographic module that meet the requirements of applicable laws, Executive Orders, directives, policies, regulations, standards, and guidance for such a",IA-7; IA-7.1,,,,,,,
SV-271518r1091266_rule,OL 9 must have the gnutls-utils package installed.,medium,U_Oracle_Linux_9_STIG_V1R2_Manual-xccdf.xml,CCI-000366,Implement the security configuration settings.,CM-6 b; CM-6.1 (iv),3.4.2,,Configuration Management,CM.L1-3.4.2,CM.L2-3.4.2,,3
SV-271519r1091269_rule,OL 9 must have the audit package installed.,medium,U_Oracle_Linux_9_STIG_V1R2_Manual-xccdf.xml,CCI-000159,Use internal system clocks to generate time stamps for audit records.,AU-8; AU-8 a; AU-8.1,3.3.7,,Audit and Accountability,,AU.L2-3.3.7,,3
SV-271520r1091272_rule,OL 9 audit service must be enabled.,medium,U_Oracle_Linux_9_STIG_V1R2_Manual-xccdf.xml,CCI-000172,Generate audit records for the event types defined in AU-2 c that include the audit record content defined in AU-3.,AU-12 c; AU-12.1 (iv),3.3.1,,Audit and Accountability,,AU.L2-3.3.1,,3
SV-271521r1091275_rule,OL 9 must have the audispd-plugins package installed.,medium,U_Oracle_Linux_9_STIG_V1R2_Manual-xccdf.xml,CCI-001851,"Transfer audit logs per organization-defined frequency to a different system, system component, or media than the system or system component conducting the logging.",AU-4 (1),,,,,,,
SV-271522r1091278_rule,OL 9 must remove all software components after updated versions have been installed.,low,U_Oracle_Linux_9_STIG_V1R2_Manual-xccdf.xml,CCI-002617,Remove previous versions of organization-defined software components after updated versions have been installed.,SI-2 (6),3.14.1,,System and Information Integrity,SI.L1-3.14.1,SI.L2-3.14.1,,3
SV-271523r1091281_rule,OL 9 must check the GPG signature of locally installed software packages before installation.,high,U_Oracle_Linux_9_STIG_V1R2_Manual-xccdf.xml,CCI-003992,Prevent the installation of organization-defined software and firmware components without verification that the component has been digitally signed using a certificate that is recognized and approved ,CM-14,,,,,,,
SV-271524r1091284_rule,OL 9 must check the GPG signature of software packages originating from external software repositories before installation.,high,U_Oracle_Linux_9_STIG_V1R2_Manual-xccdf.xml,CCI-003992,Prevent the installation of organization-defined software and firmware components without verification that the component has been digitally signed using a certificate that is recognized and approved ,CM-14,,,,,,,
SV-271525r1091287_rule,OL 9 must have GPG signature verification enabled for all software repositories.,high,U_Oracle_Linux_9_STIG_V1R2_Manual-xccdf.xml,CCI-003992,Prevent the installation of organization-defined software and firmware components without verification that the component has been digitally signed using a certificate that is recognized and approved ,CM-14,,,,,,,
SV-271526r1092460_rule,OL 9 must ensure cryptographic verification of vendor software packages.,medium,U_Oracle_Linux_9_STIG_V1R2_Manual-xccdf.xml,CCI-003992,Prevent the installation of organization-defined software and firmware components without verification that the component has been digitally signed using a certificate that is recognized and approved ,CM-14,,,,,,,
SV-271527r1092474_rule,"OL 9 must generate audit records for all account creations, modifications, disabling, and termination events that affect /etc/sudoers.",medium,U_Oracle_Linux_9_STIG_V1R2_Manual-xccdf.xml,CCI-002130,Automatically audit account enabling actions.,AC-2 (4),3.1.2,,Access Control,AC.L1-3.1.2,AC.L2-3.1.2,,5
SV-271528r1092476_rule,"OL 9 must generate audit records for all account creations, modifications, disabling, and termination events that affect /etc/sudoers.d/ directory.",medium,U_Oracle_Linux_9_STIG_V1R2_Manual-xccdf.xml,CCI-002130,Automatically audit account enabling actions.,AC-2 (4),3.1.2,,Access Control,AC.L1-3.1.2,AC.L2-3.1.2,,5
SV-271529r1092478_rule,"OL 9 must generate audit records for all account creations, modifications, disabling, and termination events that affect /etc/group.",medium,U_Oracle_Linux_9_STIG_V1R2_Manual-xccdf.xml,CCI-002130,Automatically audit account enabling actions.,AC-2 (4),3.1.2,,Access Control,AC.L1-3.1.2,AC.L2-3.1.2,,5
SV-271530r1092480_rule,"OL 9 must generate audit records for all account creations, modifications, disabling, and termination events that affect /etc/gshadow.",medium,U_Oracle_Linux_9_STIG_V1R2_Manual-xccdf.xml,CCI-002130,Automatically audit account enabling actions.,AC-2 (4),3.1.2,,Access Control,AC.L1-3.1.2,AC.L2-3.1.2,,5
SV-271531r1092482_rule,"OL 9 must generate audit records for all account creations, modifications, disabling, and termination events that affect /etc/opasswd.",medium,U_Oracle_Linux_9_STIG_V1R2_Manual-xccdf.xml,CCI-002130,Automatically audit account enabling actions.,AC-2 (4),3.1.2,,Access Control,AC.L1-3.1.2,AC.L2-3.1.2,,5
SV-271532r1092484_rule,"OL 9 must generate audit records for all account creations, modifications, disabling, and termination events that affect /etc/passwd.",medium,U_Oracle_Linux_9_STIG_V1R2_Manual-xccdf.xml,CCI-002130,Automatically audit account enabling actions.,AC-2 (4),3.1.2,,Access Control,AC.L1-3.1.2,AC.L2-3.1.2,,5
SV-271533r1092486_rule,"OL 9 must generate audit records for all account creations, modifications, disabling, and termination events that affect /etc/shadow.",medium,U_Oracle_Linux_9_STIG_V1R2_Manual-xccdf.xml,CCI-002130,Automatically audit account enabling actions.,AC-2 (4),3.1.2,,Access Control,AC.L1-3.1.2,AC.L2-3.1.2,,5
SV-271534r1092488_rule,OL 9 must audit all uses of the unix_update command.,medium,U_Oracle_Linux_9_STIG_V1R2_Manual-xccdf.xml,CCI-002884,Log organization-defined audit events for nonlocal maintenance and diagnostic sessions.,MA-4 (1) (a),,,,,,,
SV-271535r1092490_rule,OL 9 must audit all uses of the su command.,medium,U_Oracle_Linux_9_STIG_V1R2_Manual-xccdf.xml,CCI-002884,Log organization-defined audit events for nonlocal maintenance and diagnostic sessions.,MA-4 (1) (a),,,,,,,
SV-271536r1092492_rule,"OL 9 must audit all uses of the setxattr, fsetxattr, lsetxattr, removexattr, fremovexattr, and lremovexattr system calls.",medium,U_Oracle_Linux_9_STIG_V1R2_Manual-xccdf.xml,CCI-000172,Generate audit records for the event types defined in AU-2 c that include the audit record content defined in AU-3.,AU-12 c; AU-12.1 (iv),3.3.1,,Audit and Accountability,,AU.L2-3.3.1,,3
SV-271537r1092494_rule,OL 9 must audit all uses of the chage command.,medium,U_Oracle_Linux_9_STIG_V1R2_Manual-xccdf.xml,CCI-000172,Generate audit records for the event types defined in AU-2 c that include the audit record content defined in AU-3.,AU-12 c; AU-12.1 (iv),3.3.1,,Audit and Accountability,,AU.L2-3.3.1,,3
SV-271538r1092496_rule,OL 9 must audit all uses of the chcon command.,medium,U_Oracle_Linux_9_STIG_V1R2_Manual-xccdf.xml,CCI-000172,Generate audit records for the event types defined in AU-2 c that include the audit record content defined in AU-3.,AU-12 c; AU-12.1 (iv),3.3.1,,Audit and Accountability,,AU.L2-3.3.1,,3
SV-271539r1092498_rule,OL 9 must audit all uses of the setfacl command.,medium,U_Oracle_Linux_9_STIG_V1R2_Manual-xccdf.xml,CCI-000172,Generate audit records for the event types defined in AU-2 c that include the audit record content defined in AU-3.,AU-12 c; AU-12.1 (iv),3.3.1,,Audit and Accountability,,AU.L2-3.3.1,,3
SV-271540r1092500_rule,OL 9 must audit all uses of the chsh command.,medium,U_Oracle_Linux_9_STIG_V1R2_Manual-xccdf.xml,CCI-000172,Generate audit records for the event types defined in AU-2 c that include the audit record content defined in AU-3.,AU-12 c; AU-12.1 (iv),3.3.1,,Audit and Accountability,,AU.L2-3.3.1,,3
SV-271541r1092502_rule,OL 9 must audit all uses of the crontab command.,medium,U_Oracle_Linux_9_STIG_V1R2_Manual-xccdf.xml,CCI-000172,Generate audit records for the event types defined in AU-2 c that include the audit record content defined in AU-3.,AU-12 c; AU-12.1 (iv),3.3.1,,Audit and Accountability,,AU.L2-3.3.1,,3
SV-271542r1092504_rule,OL 9 must audit all uses of the gpasswd command.,medium,U_Oracle_Linux_9_STIG_V1R2_Manual-xccdf.xml,CCI-000172,Generate audit records for the event types defined in AU-2 c that include the audit record content defined in AU-3.,AU-12 c; AU-12.1 (iv),3.3.1,,Audit and Accountability,,AU.L2-3.3.1,,3
SV-271543r1092506_rule,OL 9 must audit all uses of the newgrp command.,medium,U_Oracle_Linux_9_STIG_V1R2_Manual-xccdf.xml,CCI-000172,Generate audit records for the event types defined in AU-2 c that include the audit record content defined in AU-3.,AU-12 c; AU-12.1 (iv),3.3.1,,Audit and Accountability,,AU.L2-3.3.1,,3
SV-271544r1092508_rule,OL 9 must audit all uses of the pam_timestamp_check command.,medium,U_Oracle_Linux_9_STIG_V1R2_Manual-xccdf.xml,CCI-000172,Generate audit records for the event types defined in AU-2 c that include the audit record content defined in AU-3.,AU-12 c; AU-12.1 (iv),3.3.1,,Audit and Accountability,,AU.L2-3.3.1,,3
SV-271545r1092510_rule,OL 9 must audit all uses of the passwd command.,medium,U_Oracle_Linux_9_STIG_V1R2_Manual-xccdf.xml,CCI-000172,Generate audit records for the event types defined in AU-2 c that include the audit record content defined in AU-3.,AU-12 c; AU-12.1 (iv),3.3.1,,Audit and Accountability,,AU.L2-3.3.1,,3
SV-271546r1092512_rule,OL 9 must audit all uses of the postdrop command.,medium,U_Oracle_Linux_9_STIG_V1R2_Manual-xccdf.xml,CCI-000172,Generate audit records for the event types defined in AU-2 c that include the audit record content defined in AU-3.,AU-12 c; AU-12.1 (iv),3.3.1,,Audit and Accountability,,AU.L2-3.3.1,,3
SV-271547r1092514_rule,OL 9 must audit all uses of the postqueue command.,medium,U_Oracle_Linux_9_STIG_V1R2_Manual-xccdf.xml,CCI-000172,Generate audit records for the event types defined in AU-2 c that include the audit record content defined in AU-3.,AU-12 c; AU-12.1 (iv),3.3.1,,Audit and Accountability,,AU.L2-3.3.1,,3
SV-271548r1092516_rule,OL 9 must audit all uses of the ssh-agent command.,medium,U_Oracle_Linux_9_STIG_V1R2_Manual-xccdf.xml,CCI-000172,Generate audit records for the event types defined in AU-2 c that include the audit record content defined in AU-3.,AU-12 c; AU-12.1 (iv),3.3.1,,Audit and Accountability,,AU.L2-3.3.1,,3
SV-271549r1092518_rule,OL 9 must audit all uses of the ssh-keysign command.,medium,U_Oracle_Linux_9_STIG_V1R2_Manual-xccdf.xml,CCI-000172,Generate audit records for the event types defined in AU-2 c that include the audit record content defined in AU-3.,AU-12 c; AU-12.1 (iv),3.3.1,,Audit and Accountability,,AU.L2-3.3.1,,3
SV-271550r1092520_rule,OL 9 must audit all uses of the sudoedit command.,medium,U_Oracle_Linux_9_STIG_V1R2_Manual-xccdf.xml,CCI-000172,Generate audit records for the event types defined in AU-2 c that include the audit record content defined in AU-3.,AU-12 c; AU-12.1 (iv),3.3.1,,Audit and Accountability,,AU.L2-3.3.1,,3
SV-271551r1092522_rule,OL 9 must audit all uses of the unix_chkpwd command.,medium,U_Oracle_Linux_9_STIG_V1R2_Manual-xccdf.xml,CCI-000172,Generate audit records for the event types defined in AU-2 c that include the audit record content defined in AU-3.,AU-12 c; AU-12.1 (iv),3.3.1,,Audit and Accountability,,AU.L2-3.3.1,,3
SV-271552r1092524_rule,OL 9 must audit all uses of the userhelper command.,medium,U_Oracle_Linux_9_STIG_V1R2_Manual-xccdf.xml,CCI-000172,Generate audit records for the event types defined in AU-2 c that include the audit record content defined in AU-3.,AU-12 c; AU-12.1 (iv),3.3.1,,Audit and Accountability,,AU.L2-3.3.1,,3
SV-271553r1092526_rule,OL 9 must audit all uses of the mount command.,medium,U_Oracle_Linux_9_STIG_V1R2_Manual-xccdf.xml,CCI-000172,Generate audit records for the event types defined in AU-2 c that include the audit record content defined in AU-3.,AU-12 c; AU-12.1 (iv),3.3.1,,Audit and Accountability,,AU.L2-3.3.1,,3
SV-271554r1092528_rule,"OL 9 must audit all uses of the truncate, ftruncate, creat, open, openat, and open_by_handle_at system calls.",medium,U_Oracle_Linux_9_STIG_V1R2_Manual-xccdf.xml,CCI-000172,Generate audit records for the event types defined in AU-2 c that include the audit record content defined in AU-3.,AU-12 c; AU-12.1 (iv),3.3.1,,Audit and Accountability,,AU.L2-3.3.1,,3
SV-271555r1092530_rule,"OL 9 must audit all uses of the chmod, fchmod, and fchmodat system calls.",medium,U_Oracle_Linux_9_STIG_V1R2_Manual-xccdf.xml,CCI-000172,Generate audit records for the event types defined in AU-2 c that include the audit record content defined in AU-3.,AU-12 c; AU-12.1 (iv),3.3.1,,Audit and Accountability,,AU.L2-3.3.1,,3
SV-271556r1092532_rule,"OL 9 must audit all uses of the chown, fchown, fchownat, and lchown system calls.",medium,U_Oracle_Linux_9_STIG_V1R2_Manual-xccdf.xml,CCI-000172,Generate audit records for the event types defined in AU-2 c that include the audit record content defined in AU-3.,AU-12 c; AU-12.1 (iv),3.3.1,,Audit and Accountability,,AU.L2-3.3.1,,3
SV-271557r1092534_rule,OL 9 must audit all uses of the semanage command.,medium,U_Oracle_Linux_9_STIG_V1R2_Manual-xccdf.xml,CCI-000172,Generate audit records for the event types defined in AU-2 c that include the audit record content defined in AU-3.,AU-12 c; AU-12.1 (iv),3.3.1,,Audit and Accountability,,AU.L2-3.3.1,,3
SV-271558r1092536_rule,OL 9 must audit all uses of the setfiles command.,medium,U_Oracle_Linux_9_STIG_V1R2_Manual-xccdf.xml,CCI-000172,Generate audit records for the event types defined in AU-2 c that include the audit record content defined in AU-3.,AU-12 c; AU-12.1 (iv),3.3.1,,Audit and Accountability,,AU.L2-3.3.1,,3
SV-271559r1092538_rule,OL 9 must audit all uses of the setsebool command.,medium,U_Oracle_Linux_9_STIG_V1R2_Manual-xccdf.xml,CCI-000172,Generate audit records for the event types defined in AU-2 c that include the audit record content defined in AU-3.,AU-12 c; AU-12.1 (iv),3.3.1,,Audit and Accountability,,AU.L2-3.3.1,,3
SV-271560r1092540_rule,OL 9 must audit all uses of the chacl command.,medium,U_Oracle_Linux_9_STIG_V1R2_Manual-xccdf.xml,CCI-000172,Generate audit records for the event types defined in AU-2 c that include the audit record content defined in AU-3.,AU-12 c; AU-12.1 (iv),3.3.1,,Audit and Accountability,,AU.L2-3.3.1,,3
SV-271561r1092542_rule,OL 9 must audit all uses of the sudo command.,medium,U_Oracle_Linux_9_STIG_V1R2_Manual-xccdf.xml,CCI-000172,Generate audit records for the event types defined in AU-2 c that include the audit record content defined in AU-3.,AU-12 c; AU-12.1 (iv),3.3.1,,Audit and Accountability,,AU.L2-3.3.1,,3
SV-271562r1092544_rule,OL 9 must audit all uses of the usermod command.,medium,U_Oracle_Linux_9_STIG_V1R2_Manual-xccdf.xml,CCI-000172,Generate audit records for the event types defined in AU-2 c that include the audit record content defined in AU-3.,AU-12 c; AU-12.1 (iv),3.3.1,,Audit and Accountability,,AU.L2-3.3.1,,3
SV-271563r1092546_rule,"OL 9 must audit all uses of the rename, unlink, rmdir, renameat, and unlinkat system calls.",medium,U_Oracle_Linux_9_STIG_V1R2_Manual-xccdf.xml,CCI-000172,Generate audit records for the event types defined in AU-2 c that include the audit record content defined in AU-3.,AU-12 c; AU-12.1 (iv),3.3.1,,Audit and Accountability,,AU.L2-3.3.1,,3
SV-271564r1092548_rule,OL 9 must audit all uses of the delete_module system call.,medium,U_Oracle_Linux_9_STIG_V1R2_Manual-xccdf.xml,CCI-000172,Generate audit records for the event types defined in AU-2 c that include the audit record content defined in AU-3.,AU-12 c; AU-12.1 (iv),3.3.1,,Audit and Accountability,,AU.L2-3.3.1,,3
SV-271565r1092550_rule,OL 9 must audit all uses of the init_module and finit_module system calls.,medium,U_Oracle_Linux_9_STIG_V1R2_Manual-xccdf.xml,CCI-000172,Generate audit records for the event types defined in AU-2 c that include the audit record content defined in AU-3.,AU-12 c; AU-12.1 (iv),3.3.1,,Audit and Accountability,,AU.L2-3.3.1,,3
SV-271566r1092552_rule,OL 9 must audit all uses of the kmod command.,medium,U_Oracle_Linux_9_STIG_V1R2_Manual-xccdf.xml,CCI-000172,Generate audit records for the event types defined in AU-2 c that include the audit record content defined in AU-3.,AU-12 c; AU-12.1 (iv),3.3.1,,Audit and Accountability,,AU.L2-3.3.1,,3
SV-271567r1092554_rule,"OL 9 must generate audit records for all account creations, modifications, disabling, and termination events that affect /var/log/lastlog.",medium,U_Oracle_Linux_9_STIG_V1R2_Manual-xccdf.xml,CCI-000172,Generate audit records for the event types defined in AU-2 c that include the audit record content defined in AU-3.,AU-12 c; AU-12.1 (iv),3.3.1,,Audit and Accountability,,AU.L2-3.3.1,,3
SV-271568r1092556_rule,OL 9 must audit all uses of umount system calls.,medium,U_Oracle_Linux_9_STIG_V1R2_Manual-xccdf.xml,CCI-000172,Generate audit records for the event types defined in AU-2 c that include the audit record content defined in AU-3.,AU-12 c; AU-12.1 (iv),3.3.1,,Audit and Accountability,,AU.L2-3.3.1,,3
SV-271569r1091419_rule,OL 9 must use cryptographic mechanisms to protect the integrity of audit tools.,medium,U_Oracle_Linux_9_STIG_V1R2_Manual-xccdf.xml,CCI-001496,Implement cryptographic mechanisms to protect the integrity of audit tools.,AU-9 (3); AU-9 (3).1,3.3.8,,Audit and Accountability,,AU.L2-3.3.8,,3
SV-271570r1092558_rule,OL 9 must audit uses of the execve system call.,medium,U_Oracle_Linux_9_STIG_V1R2_Manual-xccdf.xml,CCI-004188,Monitor the use of maintenance tools that execute with increased privilege.,MA-3 (5),3.7.3,,Maintenance,,MA.L2-3.7.3,,1
SV-271571r1092560_rule,"OL 9 must generate audit records for all account creations, modifications, disabling, and termination events that affect /var/log/faillock.",medium,U_Oracle_Linux_9_STIG_V1R2_Manual-xccdf.xml,CCI-000172,Generate audit records for the event types defined in AU-2 c that include the audit record content defined in AU-3.,AU-12 c; AU-12.1 (iv),3.3.1,,Audit and Accountability,,AU.L2-3.3.1,,3
SV-271572r1092562_rule,"OL 9 must generate audit records for all account creations, modifications, disabling, and termination events that affect /var/log/tallylog.",medium,U_Oracle_Linux_9_STIG_V1R2_Manual-xccdf.xml,CCI-000172,Generate audit records for the event types defined in AU-2 c that include the audit record content defined in AU-3.,AU-12 c; AU-12.1 (iv),3.3.1,,Audit and Accountability,,AU.L2-3.3.1,,3
SV-271573r1092564_rule,OL 9 must be configured so that successful/unsuccessful uses of the init command generate an audit record.,medium,U_Oracle_Linux_9_STIG_V1R2_Manual-xccdf.xml,CCI-000172,Generate audit records for the event types defined in AU-2 c that include the audit record content defined in AU-3.,AU-12 c; AU-12.1 (iv),3.3.1,,Audit and Accountability,,AU.L2-3.3.1,,3
SV-271574r1092566_rule,OL 9 must be configured so that successful/unsuccessful uses of the poweroff command generate an audit record.,medium,U_Oracle_Linux_9_STIG_V1R2_Manual-xccdf.xml,CCI-000172,Generate audit records for the event types defined in AU-2 c that include the audit record content defined in AU-3.,AU-12 c; AU-12.1 (iv),3.3.1,,Audit and Accountability,,AU.L2-3.3.1,,3
SV-271575r1092568_rule,OL 9 must be configured so that successful/unsuccessful uses of the reboot command generate an audit record.,medium,U_Oracle_Linux_9_STIG_V1R2_Manual-xccdf.xml,CCI-000172,Generate audit records for the event types defined in AU-2 c that include the audit record content defined in AU-3.,AU-12 c; AU-12.1 (iv),3.3.1,,Audit and Accountability,,AU.L2-3.3.1,,3
SV-271576r1092570_rule,OL 9 must be configured so that successful/unsuccessful uses of the shutdown command generate an audit record.,medium,U_Oracle_Linux_9_STIG_V1R2_Manual-xccdf.xml,CCI-000172,Generate audit records for the event types defined in AU-2 c that include the audit record content defined in AU-3.,AU-12 c; AU-12.1 (iv),3.3.1,,Audit and Accountability,,AU.L2-3.3.1,,3
SV-271577r1091443_rule,OL 9 must enable auditing of processes that start prior to the audit daemon.,low,U_Oracle_Linux_9_STIG_V1R2_Manual-xccdf.xml,CCI-001464,Initiates session audits automatically at system start-up.,AU-14 (1); AU-14 (1).1,,3.3.2e,Audit and Accountability,,,AU.L3-3.3.2e,
SV-271578r1092572_rule,OL 9 must label all offloaded audit logs before sending them to the central log server.,medium,U_Oracle_Linux_9_STIG_V1R2_Manual-xccdf.xml,CCI-001851,"Transfer audit logs per organization-defined frequency to a different system, system component, or media than the system or system component conducting the logging.",AU-4 (1),,,,,,,
SV-271579r1091449_rule,OL 9 audit system must take appropriate action when an error writing to the audit storage volume occurs.,medium,U_Oracle_Linux_9_STIG_V1R2_Manual-xccdf.xml,CCI-000169,Provide audit record generation capability for the event types the system is capable of auditing as defined in AU-2 a on organization-defined information system components.,AU-12 a; AU-12.1 (ii),3.3.1,,Audit and Accountability,,AU.L2-3.3.1,,3
SV-271580r1091452_rule,OL 9 audit system must take appropriate action when the audit storage volume is full.,medium,U_Oracle_Linux_9_STIG_V1R2_Manual-xccdf.xml,CCI-000169,Provide audit record generation capability for the event types the system is capable of auditing as defined in AU-2 a on organization-defined information system components.,AU-12 a; AU-12.1 (ii),3.3.1,,Audit and Accountability,,AU.L2-3.3.1,,3
SV-271581r1091455_rule,OL 9 audit system must take appropriate action when the audit files have reached maximum size.,medium,U_Oracle_Linux_9_STIG_V1R2_Manual-xccdf.xml,CCI-000169,Provide audit record generation capability for the event types the system is capable of auditing as defined in AU-2 a on organization-defined information system components.,AU-12 a; AU-12.1 (ii),3.3.1,,Audit and Accountability,,AU.L2-3.3.1,,3
SV-271582r1092574_rule,OL 9 must periodically flush audit records to disk to prevent the loss of audit records.,medium,U_Oracle_Linux_9_STIG_V1R2_Manual-xccdf.xml,CCI-000154,Provide the capability to centrally review and analyze audit records from multiple components within the system.,AU-6 (4); AU-6 (4).1,3.3.5,,Audit and Accountability,,AU.L2-3.3.5,,3
SV-271583r1091461_rule,OL 9 audit logs must be group-owned by root or by a restricted logging group to prevent unauthorized read access.,medium,U_Oracle_Linux_9_STIG_V1R2_Manual-xccdf.xml,CCI-001314,Reveal error messages only to organization-defined personnel or roles.,SI-11 b; SI-11 c; SI-11.1 (iv),,,,,,,
SV-271584r1091464_rule,OL 9 audit log directory must be owned by root to prevent unauthorized read access.,medium,U_Oracle_Linux_9_STIG_V1R2_Manual-xccdf.xml,CCI-001314,Reveal error messages only to organization-defined personnel or roles.,SI-11 b; SI-11 c; SI-11.1 (iv),,,,,,,
SV-271585r1091467_rule,OL 9 audit logs file must have mode 0600 or less permissive to prevent unauthorized access to the audit log.,medium,U_Oracle_Linux_9_STIG_V1R2_Manual-xccdf.xml,CCI-001314,Reveal error messages only to organization-defined personnel or roles.,SI-11 b; SI-11 c; SI-11.1 (iv),,,,,,,
SV-271586r1092576_rule,OL 9 audit system must audit local events.,medium,U_Oracle_Linux_9_STIG_V1R2_Manual-xccdf.xml,CCI-000169,Provide audit record generation capability for the event types the system is capable of auditing as defined in AU-2 a on organization-defined information system components.,AU-12 a; AU-12.1 (ii),3.3.1,,Audit and Accountability,,AU.L2-3.3.1,,3
SV-271587r1091473_rule,OL 9 must allow only the information system security manager (ISSM) (or individuals or roles appointed by the ISSM) to select which auditable events are to be audited.,medium,U_Oracle_Linux_9_STIG_V1R2_Manual-xccdf.xml,CCI-000171,Allow organization-defined personnel or roles to select the event types that are to be logged by specific components of the system.,AU-12 b; AU-12.1 (iii),3.3.1,,Audit and Accountability,,AU.L2-3.3.1,,3
SV-271588r1091476_rule,OL 9 /etc/audit/auditd.conf file must have 0640 or less permissive to prevent unauthorized access.,medium,U_Oracle_Linux_9_STIG_V1R2_Manual-xccdf.xml,CCI-000171,Allow organization-defined personnel or roles to select the event types that are to be logged by specific components of the system.,AU-12 b; AU-12.1 (iii),3.3.1,,Audit and Accountability,,AU.L2-3.3.1,,3
